,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
137,b,2.192781954887218,1.3928571428571428,u,g,m,v,1.5964912280701755,t,t,1.3582089552238805,f,g,1.408,1.0,5.0,3.0,1.0,3.769230769230769,4.5,5.0,5.0,1.0,1.0
138,a,1.305563909774436,2.3571428571428568,u,g,w,v,1.2280701754385965,t,t,1.3582089552238805,t,g,1.08,1.024,1.0,3.0,1.0,4.6923076923076925,4.5,5.0,5.0,5.0,1.0
139,a,1.7921804511278197,2.9285714285714284,u,g,q,h,1.7017543859649122,t,t,1.1194029850746268,f,g,1.0,1.2,1.0,3.0,1.0,4.076923076923077,2.5,5.0,5.0,1.0,1.0
140,a,2.0526315789473686,1.5357142857142856,u,g,cc,h,1.087719298245614,t,t,1.537313432835821,t,g,1.362,1.0,1.0,3.0,1.0,1.6153846153846154,2.5,5.0,5.0,5.0,1.0
141,a,3.5714285714285716,3.2857142857142856,u,g,j,ff,1.0,t,t,1.8955223880597014,f,g,1.0,1.00988,1.0,3.0,1.0,3.153846153846154,2.0,5.0,5.0,1.0,1.0
142,b,2.7593984962406015,1.0414285714285714,y,p,cc,h,1.2456140350877192,t,t,1.4776119402985075,f,g,1.2,1.015,5.0,5.0,5.0,1.6153846153846154,2.5,5.0,5.0,1.0,1.0
143,b,1.5160902255639095,2.571428571428571,u,g,w,v,1.280701754385965,t,t,1.0597014925373134,f,g,1.16,1.01112,5.0,3.0,1.0,4.6923076923076925,4.5,5.0,5.0,1.0,1.0
144,b,1.81203007518797,1.2378571428571428,u,g,cc,h,1.7136842105263157,t,t,1.537313432835821,f,g,1.798,1.03308,5.0,3.0,1.0,1.6153846153846154,2.5,5.0,5.0,1.0,1.0
145,b,2.1476691729323307,1.3571428571428572,u,g,cc,h,1.3859649122807016,t,t,1.3582089552238805,f,g,1.32,1.08288,5.0,3.0,1.0,1.6153846153846154,2.5,5.0,5.0,1.0,1.0
146,b,1.5714285714285716,1.2142857142857142,u,g,q,v,1.3333333333333333,t,t,1.1791044776119404,t,g,1.0,1.02328,5.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,5.0,1.0
147,a,2.598796992481203,2.0771428571428574,y,p,q,h,2.1228070175438596,t,t,1.835820895522388,f,g,1.0,1.092,1.0,5.0,5.0,4.076923076923077,2.5,5.0,5.0,1.0,1.0
148,a,2.007518796992481,1.9285714285714284,u,g,c,bb,1.5614035087719298,t,t,1.417910447761194,t,g,1.0,1.1226,1.0,3.0,1.0,1.3076923076923077,1.0,5.0,5.0,5.0,1.0
149,a,3.350676691729323,3.142857142857143,u,g,c,v,1.7719298245614035,t,t,1.835820895522388,f,g,1.0,1.088,1.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,1.0,1.0
150,a,2.9801503759398495,1.0657142857142856,u,g,cc,h,1.0582456140350878,t,t,1.6567164179104479,t,g,1.88,1.00024,1.0,3.0,1.0,1.6153846153846154,2.5,5.0,5.0,5.0,1.0
151,a,3.6815037593984963,2.4285714285714284,u,g,q,v,1.5614035087719298,t,t,1.835820895522388,f,g,1.0,1.06408,1.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,1.0,1.0
152,b,2.4183458646616542,1.9285714285714284,u,g,m,h,1.5964912280701755,t,t,1.716417910447761,t,g,1.186,1.0,5.0,3.0,1.0,3.769230769230769,2.5,5.0,5.0,5.0,1.0
153,b,1.561203007518797,1.3571428571428572,u,g,c,v,1.152280701754386,t,t,1.6567164179104479,t,g,1.12,1.08736,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,5.0,1.0
154,b,2.142857142857143,1.2142857142857142,u,g,cc,h,1.7719298245614035,t,t,1.1791044776119404,t,g,1.0,1.0,5.0,3.0,1.0,1.6153846153846154,2.5,5.0,5.0,5.0,1.0
155,a,1.476390977443609,2.642857142857143,y,p,j,j,1.0,t,t,1.6567164179104479,t,g,1.0,1.0,1.0,5.0,5.0,3.153846153846154,3.0,5.0,5.0,5.0,1.0
156,a,1.8872180451127818,1.4342857142857142,y,p,x,h,1.3564912280701753,t,t,1.0597014925373134,f,g,1.1400000000000001,1.0,1.0,5.0,5.0,5.0,2.5,5.0,5.0,1.0,1.0
157,a,4.303458646616541,3.142857142857143,u,g,e,z,1.0,t,t,1.835820895522388,f,g,1.0,1.13504,1.0,3.0,1.0,2.230769230769231,5.0,5.0,5.0,1.0,1.0
158,b,1.8571428571428572,1.2857142857142856,u,g,k,h,1.584561403508772,t,t,1.1194029850746268,t,g,1.362,1.0,5.0,3.0,1.0,3.4615384615384617,2.5,5.0,5.0,5.0,1.0
159,b,2.222857142857143,1.0114285714285713,y,p,m,bb,1.0056140350877194,t,t,1.0597014925373134,t,g,1.56,1.08,5.0,5.0,5.0,3.769230769230769,1.0,5.0,5.0,5.0,1.0
160,b,1.8372932330827068,1.2857142857142856,u,g,x,h,1.1403508771929824,t,t,1.2388059701492538,f,g,1.28,1.30176,5.0,3.0,1.0,5.0,2.5,5.0,5.0,1.0,1.0
161,b,2.819548872180451,1.2857142857142856,u,g,m,v,1.2456140350877192,t,t,1.1194029850746268,t,g,1.0,1.0006,5.0,3.0,1.0,3.769230769230769,4.5,5.0,5.0,5.0,1.0
162,b,1.6815037593984963,1.2442857142857142,u,g,x,v,1.2336842105263157,t,t,1.0597014925373134,t,g,1.79,1.0008,5.0,3.0,1.0,5.0,4.5,5.0,5.0,5.0,1.0
163,b,2.0977443609022557,1.25,y,p,e,h,1.0056140350877194,t,f,1.0,t,g,1.786,1.0,5.0,5.0,5.0,2.230769230769231,2.5,5.0,1.0,5.0,1.0
164,a,3.8168421052631576,3.357142857142857,u,g,q,v,2.543859649122807,t,f,1.0,t,g,1.042,1.42244,1.0,3.0,1.0,4.076923076923077,4.5,5.0,1.0,5.0,1.0
165,a,2.6288721804511277,2.4285714285714284,u,g,q,h,1.2456140350877192,t,f,1.0,f,g,1.058,1.03348,1.0,3.0,1.0,4.076923076923077,2.5,5.0,1.0,1.0,1.0
166,b,1.3356390977443606,2.3571428571428568,u,g,q,v,1.1403508771929824,t,f,1.0,t,g,1.12,1.016,5.0,3.0,1.0,4.076923076923077,4.5,5.0,1.0,5.0,1.0
167,a,2.1175939849624057,1.0771428571428572,u,g,cc,v,1.0056140350877194,t,f,1.0,f,g,1.88,1.4470800000000001,1.0,3.0,1.0,1.6153846153846154,4.5,5.0,1.0,1.0,1.0
168,b,2.3786466165413533,1.4642857142857142,u,g,q,h,2.263157894736842,t,f,1.0,t,g,1.204,1.02556,5.0,3.0,1.0,4.076923076923077,2.5,5.0,1.0,5.0,1.0
169,b,2.4285714285714284,1.1607142857142856,y,p,d,v,1.2105263157894737,f,f,1.0,t,g,1.862,1.0,5.0,5.0,5.0,1.9230769230769231,4.5,1.0,1.0,5.0,1.0
170,a,1.6815037593984963,1.3628571428571428,y,p,aa,v,1.0350877192982457,t,f,1.0,t,g,1.74,1.0,1.0,5.0,5.0,1.0,4.5,5.0,1.0,5.0,1.0
171,b,2.6589473684210527,1.0,u,g,c,bb,3.1052631578947367,t,f,1.0,f,g,1.0,1.0,5.0,3.0,1.0,1.3076923076923077,1.0,5.0,1.0,1.0,1.0
172,b,3.5413533834586466,2.7857142857142856,u,g,k,h,2.1228070175438596,t,f,1.0,t,g,1.048,1.08112,5.0,3.0,1.0,3.4615384615384617,2.5,5.0,1.0,5.0,1.0
173,a,3.1702255639097743,2.940714285714286,u,g,k,h,2.192982456140351,t,f,1.0,t,g,1.0,1.0,1.0,3.0,1.0,3.4615384615384617,2.5,5.0,1.0,5.0,1.0
174,b,1.5365413533834587,2.5,u,g,q,h,1.1873684210526316,t,f,1.0,f,g,1.2,1.0,5.0,3.0,1.0,4.076923076923077,2.5,5.0,1.0,1.0,1.0
175,b,1.7969924812030076,1.2142857142857142,y,p,w,v,1.0526315789473684,t,f,1.0,t,g,1.52,1.0426,5.0,5.0,5.0,4.6923076923076925,4.5,5.0,1.0,5.0,1.0
176,b,1.6766917293233083,2.7857142857142856,u,g,aa,v,1.4210526315789473,t,f,1.0,t,s,1.04,1.0,5.0,3.0,1.0,1.0,4.5,5.0,1.0,5.0,5.0
177,a,1.741654135338346,2.237857142857143,u,g,aa,v,1.1985964912280702,t,f,1.0,f,g,1.32,1.006,1.0,3.0,1.0,1.0,4.5,5.0,1.0,1.0,1.0
178,a,1.2809022556390977,2.321428571428571,u,g,q,v,1.1698245614035088,t,t,1.2388059701492538,f,g,1.12,1.0216,1.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,1.0,1.0
179,b,1.3861654135338348,2.1671428571428573,u,g,aa,v,1.2750877192982455,t,t,1.835820895522388,f,g,1.12,1.00632,5.0,3.0,1.0,1.0,4.5,5.0,5.0,1.0,1.0
180,b,3.040300751879699,1.0414285714285714,u,g,c,bb,3.1052631578947367,t,t,2.1940298507462686,f,g,1.0,1.6,5.0,3.0,1.0,1.3076923076923077,1.0,5.0,5.0,1.0,1.0
181,a,1.4511278195488724,1.3335714285714286,u,g,i,bb,1.0701754385964912,t,t,1.2388059701492538,f,s,1.16,1.0,1.0,3.0,1.0,2.8461538461538463,1.0,5.0,5.0,1.0,5.0
182,a,1.4162406015037594,1.4285714285714286,u,g,q,v,1.023157894736842,t,t,1.1791044776119404,f,g,1.2,1.00024,1.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,1.0,1.0
183,a,3.606315789473684,3.7857142857142856,u,g,c,v,1.7719298245614035,t,t,1.417910447761194,f,g,1.0,1.12,1.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,1.0,1.0
184,a,1.5215037593984961,1.8092857142857142,u,g,q,v,1.3628070175438596,t,t,1.417910447761194,f,g,1.258,1.13028,1.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,1.0,1.0
185,b,3.1052631578947367,2.2142857142857144,u,g,c,h,2.754385964912281,t,t,1.537313432835821,f,g,1.362,1.0662,5.0,3.0,1.0,1.3076923076923077,2.5,5.0,5.0,1.0,1.0
186,b,2.5789473684210527,1.9285714285714284,u,g,aa,bb,1.4912280701754386,t,t,1.0597014925373134,f,g,1.0,1.02,5.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0
187,b,2.613834586466165,1.7142857142857142,u,g,c,v,1.7017543859649122,t,t,1.417910447761194,f,g,1.0,1.1226,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,1.0,1.0
188,a,1.8974436090225564,1.1485714285714286,u,g,c,v,1.3508771929824561,t,t,1.2985074626865671,t,g,1.6,1.0572,1.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,5.0,1.0
189,a,2.1627067669172932,1.6607142857142856,u,g,q,h,1.2280701754385965,t,t,1.1194029850746268,f,g,1.0,1.0,1.0,3.0,1.0,4.076923076923077,2.5,5.0,5.0,1.0,1.0
190,b,1.4559398496240599,2.5,u,g,c,v,1.4210526315789473,t,f,1.0,t,g,1.0,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,1.0,5.0,1.0
191,b,2.699248120300752,1.0292857142857144,u,g,i,h,1.719298245614035,t,f,1.0,f,g,1.8,1.0,5.0,3.0,1.0,2.8461538461538463,2.5,5.0,1.0,1.0,1.0
192,b,2.6842105263157894,1.137142857142857,u,g,x,v,1.3508771929824561,t,f,1.0,f,g,2.02,1.024,5.0,3.0,1.0,5.0,4.5,5.0,1.0,1.0,1.0
193,b,1.5365413533834587,1.2264285714285714,y,p,w,v,1.4329824561403508,t,t,1.3582089552238805,f,g,1.16,1.0,5.0,5.0,5.0,4.6923076923076925,4.5,5.0,5.0,1.0,1.0
194,b,2.24812030075188,1.577142857142857,y,p,i,bb,2.192982456140351,t,t,1.417910447761194,t,g,1.3900000000000001,1.0,5.0,5.0,5.0,2.8461538461538463,1.0,5.0,5.0,5.0,1.0
195,b,1.8721804511278197,1.72,y,p,c,bb,1.2105263157894737,t,t,1.4776119402985075,t,g,1.288,1.00028,5.0,5.0,5.0,1.3076923076923077,1.0,5.0,5.0,5.0,1.0
196,b,2.16812030075188,1.4521428571428572,y,p,x,v,1.4442105263157894,t,t,1.1791044776119404,t,g,1.76,1.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,1.0
197,b,3.070375939849624,2.0892857142857144,u,g,w,h,3.1754385964912277,t,t,1.716417910447761,f,g,1.0,1.0316,5.0,3.0,1.0,4.6923076923076925,2.5,5.0,5.0,1.0,1.0
198,b,1.83187969924812,1.2914285714285714,y,p,aa,v,1.280701754385965,t,t,1.1791044776119404,t,g,1.74,1.0224,5.0,5.0,5.0,1.0,4.5,5.0,5.0,5.0,1.0
199,b,1.531127819548872,2.434285714285714,u,g,x,v,1.0056140350877194,t,t,1.537313432835821,f,g,1.12,1.01584,5.0,3.0,1.0,5.0,4.5,5.0,5.0,1.0,1.0
200,a,1.6213533834586467,1.0714285714285714,u,g,q,h,1.1754385964912282,t,t,1.0597014925373134,f,g,1.0,1.02712,1.0,3.0,1.0,4.076923076923077,2.5,5.0,5.0,1.0,1.0
201,a,2.6589473684210527,1.1428571428571428,u,g,i,bb,1.3157894736842106,t,f,1.0,t,g,1.0,1.012,1.0,3.0,1.0,2.8461538461538463,1.0,5.0,1.0,5.0,1.0
202,b,1.6664661654135338,1.3928571428571428,u,g,c,v,1.3157894736842106,t,t,1.3582089552238805,f,g,1.0,1.024,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,1.0,1.0
203,a,1.4210526315789473,2.4642857142857144,u,g,q,v,1.0996491228070175,t,t,1.1194029850746268,t,g,1.098,1.0,1.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,5.0,1.0
204,b,2.3581954887218046,1.3035714285714286,y,p,w,v,1.0119298245614035,t,t,1.0597014925373134,f,g,1.1,1.04748,5.0,5.0,5.0,4.6923076923076925,4.5,5.0,5.0,1.0,1.0
205,a,2.3034586466165416,2.7142857142857144,u,g,q,h,2.9649122807017543,t,t,1.4776119402985075,f,g,1.0,1.2636,1.0,3.0,1.0,4.076923076923077,2.5,5.0,5.0,1.0,1.0
206,a,4.478496240601503,1.0,u,g,c,v,1.0,f,f,1.0,f,p,1.0,1.0,1.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,3.0
207,b,1.8974436090225564,2.3335714285714286,u,g,q,h,1.7950877192982455,t,t,1.3582089552238805,f,g,1.762,1.00672,5.0,3.0,1.0,4.076923076923077,2.5,5.0,5.0,1.0,1.0
208,b,2.288421052631579,1.3571428571428572,u,g,k,v,1.631578947368421,t,t,1.417910447761194,f,g,1.3,1.0508,5.0,3.0,1.0,3.4615384615384617,4.5,5.0,5.0,1.0,1.0
209,b,2.5488721804511276,1.6071428571428572,u,g,c,bb,1.912280701754386,t,t,1.955223880597015,f,g,1.234,1.0484,5.0,3.0,1.0,1.3076923076923077,1.0,5.0,5.0,1.0,1.0
210,b,2.5386466165413535,1.8392857142857142,u,g,cc,h,2.4035087719298245,t,t,1.835820895522388,t,g,1.798,1.0,5.0,3.0,1.0,1.6153846153846154,2.5,5.0,5.0,5.0,1.0
211,b,1.6363909774436087,1.9464285714285714,y,p,d,v,1.7719298245614035,t,f,1.0,t,s,1.2,1.0,5.0,5.0,5.0,1.9230769230769231,4.5,5.0,1.0,5.0,5.0
212,b,3.786766917293233,3.071428571428571,u,g,ff,ff,3.526315789473684,t,t,1.8955223880597014,t,g,1.0,1.04,5.0,3.0,1.0,2.5384615384615383,2.0,5.0,5.0,5.0,1.0
213,b,1.561203007518797,2.642857142857143,u,g,i,v,1.4912280701754386,t,t,1.537313432835821,f,g,1.112,1.02968,5.0,3.0,1.0,2.8461538461538463,4.5,5.0,5.0,1.0,1.0
214,b,1.7771428571428571,1.387142857142857,y,p,cc,v,1.736842105263158,t,t,1.0597014925373134,f,g,1.422,1.0,5.0,5.0,5.0,1.6153846153846154,4.5,5.0,5.0,1.0,1.0
215,b,3.070375939849624,1.5,u,g,aa,v,1.4912280701754386,t,f,1.0,f,s,1.46,1.0,5.0,3.0,1.0,1.0,4.5,5.0,1.0,1.0,5.0
216,b,2.649323308270677,1.577142857142857,u,g,cc,h,1.9824561403508771,t,t,1.4776119402985075,f,g,1.6400000000000001,1.0,5.0,3.0,1.0,1.6153846153846154,2.5,5.0,5.0,1.0,1.0
217,b,3.5365413533834587,2.642857142857143,u,g,ff,ff,1.7017543859649122,t,t,1.2985074626865671,f,g,1.0,1.35404,5.0,3.0,1.0,2.5384615384615383,2.0,5.0,5.0,1.0,1.0
218,b,3.4162406015037594,2.375,u,g,e,v,2.216140350877193,t,t,1.2985074626865671,f,g,1.0,1.0,5.0,3.0,1.0,2.230769230769231,4.5,5.0,5.0,1.0,1.0
219,a,1.3109774436090227,2.321428571428571,y,p,c,v,1.1403508771929824,t,t,1.2388059701492538,t,g,1.16,1.02,1.0,5.0,5.0,1.3076923076923077,4.5,5.0,5.0,5.0,1.0
220,a,3.185263157894737,2.791428571428571,u,g,aa,v,1.3214035087719298,t,t,1.1791044776119404,t,g,1.312,1.0,1.0,3.0,1.0,1.0,4.5,5.0,5.0,5.0,1.0
221,b,4.10796992481203,2.571428571428571,u,g,e,z,3.807017543859649,t,t,1.417910447761194,t,g,1.044,1.0,5.0,3.0,1.0,2.230769230769231,5.0,5.0,5.0,5.0,1.0
222,a,1.230375939849624,2.2857142857142856,u,g,aa,v,1.1929824561403508,t,f,1.0,t,g,1.0,1.0,1.0,3.0,1.0,1.0,4.5,5.0,1.0,5.0,1.0
223,a,1.305563909774436,2.362857142857143,u,g,aa,v,1.0119298245614035,t,f,1.0,f,g,1.2,1.0,1.0,3.0,1.0,1.0,4.5,5.0,1.0,1.0,1.0
224,a,2.443609022556391,1.7857142857142856,u,g,q,v,1.0175438596491229,t,f,1.0,t,g,1.456,1.0,1.0,3.0,1.0,4.076923076923077,4.5,5.0,1.0,5.0,1.0
225,b,1.5714285714285716,1.5714285714285714,u,g,c,bb,1.0350877192982457,t,f,1.0,t,g,1.32,1.0,5.0,3.0,1.0,1.3076923076923077,1.0,5.0,1.0,5.0,1.0
226,b,1.260451127819549,1.7857142857142856,u,g,k,v,1.0701754385964912,t,f,1.0,f,g,1.16,1.0,5.0,3.0,1.0,3.4615384615384617,4.5,5.0,1.0,1.0,1.0
227,a,1.526315789473684,2.2085714285714286,y,p,x,v,1.345263157894737,f,f,1.0,f,g,1.328,1.0,1.0,5.0,5.0,5.0,4.5,1.0,1.0,1.0,1.0
228,b,1.3560902255639098,1.0535714285714286,u,g,q,v,1.280701754385965,t,t,1.1194029850746268,t,g,1.16,1.0,5.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,5.0,1.0
229,b,1.5010526315789474,2.571428571428571,u,g,cc,v,1.0933333333333333,t,f,1.0,f,g,1.2,1.0,5.0,3.0,1.0,1.6153846153846154,4.5,5.0,1.0,1.0,1.0
230,b,1.686917293233083,1.5,u,g,cc,v,1.087719298245614,t,t,1.417910447761194,f,g,1.0,1.28236,5.0,3.0,1.0,1.6153846153846154,4.5,5.0,5.0,1.0,1.0
231,a,3.025263157894737,1.4285714285714286,u,g,x,v,2.9473684210526314,t,t,1.1194029850746268,t,g,2.0380000000000003,1.06816,1.0,3.0,1.0,5.0,4.5,5.0,5.0,5.0,1.0
232,b,2.18796992481203,1.25,u,g,x,h,1.631578947368421,t,t,1.2388059701492538,t,g,1.506,1.03428,5.0,3.0,1.0,5.0,2.5,5.0,5.0,5.0,1.0
233,b,1.8372932330827068,2.9642857142857144,u,g,w,v,1.807017543859649,t,f,1.0,t,g,1.974,1.02,5.0,3.0,1.0,4.6923076923076925,4.5,5.0,1.0,5.0,1.0
234,a,3.686917293233083,4.0,u,g,i,bb,2.4035087719298245,t,t,1.7761194029850746,f,g,1.0,1.268,1.0,3.0,1.0,2.8461538461538463,1.0,5.0,5.0,1.0,1.0
235,a,1.4162406015037594,1.262142857142857,u,g,q,v,1.2926315789473684,t,t,1.2985074626865671,f,g,1.44,1.10012,1.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,1.0,1.0
236,b,1.7470676691729325,1.0357142857142858,u,g,i,bb,1.0,t,f,1.0,t,g,1.0,1.0,5.0,3.0,1.0,2.8461538461538463,1.0,5.0,1.0,5.0,1.0
237,b,1.4559398496240599,2.071428571428571,u,g,aa,v,1.1985964912280702,t,t,1.0597014925373134,f,g,1.16,1.392,5.0,3.0,1.0,1.0,4.5,5.0,5.0,1.0,1.0
238,b,2.749172932330827,1.6607142857142856,u,g,q,v,1.6428070175438596,t,f,1.0,f,s,1.0,1.0,5.0,3.0,1.0,4.076923076923077,4.5,5.0,1.0,1.0,5.0
239,b,2.468872180451128,2.446428571428571,u,g,x,v,1.3508771929824561,t,t,1.3582089552238805,f,g,2.04,1.00784,5.0,3.0,1.0,5.0,4.5,5.0,5.0,1.0,1.0
240,b,1.4060150375939848,2.4285714285714284,y,p,c,v,1.3508771929824561,t,f,1.0,f,s,1.08,1.0,5.0,5.0,5.0,1.3076923076923077,4.5,5.0,1.0,1.0,5.0
241,b,3.075187969924812,4.583571428571428,u,g,w,v,1.2456140350877192,t,t,1.1791044776119404,f,g,1.24,1.00056,5.0,3.0,1.0,4.6923076923076925,4.5,5.0,5.0,1.0,1.0
242,b,1.8769924812030072,1.7142857142857142,u,g,w,v,2.543859649122807,t,f,1.0,t,g,1.1400000000000001,1.0,5.0,3.0,1.0,4.6923076923076925,4.5,5.0,1.0,5.0,1.0
243,a,1.300751879699248,2.071428571428571,u,g,q,v,1.3803508771929824,t,t,1.2985074626865671,f,g,1.0,2.06904,1.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,1.0,1.0
244,b,1.2857142857142856,1.2857142857142856,u,g,i,v,1.2105263157894737,t,t,1.1194029850746268,f,g,1.24,1.012,5.0,3.0,1.0,2.8461538461538463,4.5,5.0,5.0,1.0,1.0
245,b,2.16812030075188,1.4342857142857142,y,p,c,h,1.2863157894736843,t,t,1.0597014925373134,t,g,1.3599999999999999,1.7210800000000002,5.0,5.0,5.0,1.3076923076923077,2.5,5.0,5.0,5.0,1.0
246,b,2.8796992481203008,2.2142857142857144,u,g,cc,h,2.9649122807017543,t,t,1.0597014925373134,t,g,1.176,1.08,5.0,3.0,1.0,1.6153846153846154,2.5,5.0,5.0,5.0,1.0
247,a,1.3560902255639098,1.03,u,g,q,h,1.040701754385965,t,t,1.6567164179104479,f,g,1.16,1.00396,1.0,3.0,1.0,4.076923076923077,2.5,5.0,5.0,1.0,1.0
248,b,1.6466165413533833,2.821428571428571,u,g,c,bb,1.6666666666666665,t,t,1.1194029850746268,f,g,1.146,1.01776,5.0,3.0,1.0,1.3076923076923077,1.0,5.0,5.0,1.0,1.0
249,b,1.486015037593985,2.571428571428571,u,g,x,v,1.040701754385965,t,t,1.3582089552238805,f,g,1.242,1.0,5.0,3.0,1.0,5.0,4.5,5.0,5.0,1.0,1.0
250,b,2.593984962406015,4.071428571428571,u,g,e,z,3.807017543859649,t,t,1.6567164179104479,f,g,1.0,1.048,5.0,3.0,1.0,2.230769230769231,5.0,5.0,5.0,1.0,1.0
251,b,2.6643609022556394,1.7142857142857142,u,g,q,h,1.7017543859649122,t,t,1.3582089552238805,t,g,1.94,1.0,5.0,3.0,1.0,4.076923076923077,2.5,5.0,5.0,5.0,1.0
252,a,1.2454135338345864,2.571428571428571,u,g,x,h,1.1403508771929824,t,t,1.6567164179104479,f,g,1.0,1.12,1.0,3.0,1.0,5.0,2.5,5.0,5.0,1.0,1.0
253,b,1.5666165413533837,2.5892857142857144,u,g,x,h,1.064561403508772,t,t,1.0597014925373134,f,g,1.2,1.0,5.0,3.0,1.0,5.0,2.5,5.0,5.0,1.0,1.0
254,b,2.0387464312956323,1.0892857142857142,u,g,k,v,1.0350877192982457,f,f,1.0,f,g,1.76,1.0804,5.0,3.0,1.0,3.4615384615384617,4.5,1.0,1.0,1.0,1.0
255,b,1.2658646616541356,2.4642857142857144,u,g,c,h,1.152280701754386,f,f,1.0,f,g,1.6400000000000001,1.00052,5.0,3.0,1.0,1.3076923076923077,2.5,1.0,1.0,1.0,1.0
256,b,1.3759398496240602,2.577857142857143,u,g,c,v,1.280701754385965,f,f,1.0,t,g,1.272,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
257,b,1.3759398496240602,1.0,u,g,d,v,1.0701754385964912,f,f,1.0,f,g,1.288,1.0,5.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,1.0,1.0
258,a,1.4210526315789473,2.362857142857143,u,g,i,v,1.0056140350877194,f,f,1.0,f,g,1.4,1.04,1.0,3.0,1.0,2.8461538461538463,4.5,1.0,1.0,1.0,1.0
259,a,1.6466165413533833,1.25,y,p,c,v,1.023157894736842,f,f,1.0,f,g,1.264,1.0,1.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
260,b,2.142857142857143,1.3335714285714286,u,g,d,h,1.807017543859649,f,f,1.0,t,g,1.584,1.0,5.0,3.0,1.0,1.9230769230769231,2.5,1.0,1.0,5.0,1.0
261,a,3.3109774436090227,1.0,y,p,ff,ff,1.0,f,f,1.0,f,g,1.0,1.0,1.0,5.0,5.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
262,a,3.070375939849624,1.1907142857142856,u,g,i,o,1.0470175438596492,f,f,1.0,f,g,1.0,1.0048,1.0,3.0,1.0,2.8461538461538463,4.0,1.0,1.0,1.0,1.0
263,a,1.401203007518797,2.5,y,p,x,h,1.0,f,f,1.0,t,g,1.308,1.00128,1.0,5.0,5.0,5.0,2.5,1.0,1.0,5.0,1.0
264,b,3.225563909774436,1.0835714285714286,u,g,ff,ff,1.0,f,f,1.0,f,g,1.29,1.0,5.0,3.0,1.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
265,b,1.2003007518796993,1.0121428571428572,y,p,c,v,1.0056140350877194,f,f,1.0,f,g,1.28,1.02888,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
266,b,1.275488721804511,1.1728571428571428,y,p,e,dd,1.0,f,f,1.0,f,g,1.2,1.0,5.0,5.0,5.0,2.230769230769231,1.5,1.0,1.0,1.0,1.0
267,a,2.0977443609022557,1.8571428571428572,u,g,d,v,1.1754385964912282,f,f,1.0,f,g,1.544,1.0,1.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,1.0,1.0
268,b,3.7621052631578946,1.22,u,g,q,v,1.0175438596491229,t,f,1.0,t,g,1.52,1.0,5.0,3.0,1.0,4.076923076923077,4.5,5.0,1.0,5.0,1.0
269,b,1.255639097744361,1.0235714285714286,u,g,q,n,1.0294736842105263,f,f,1.0,f,g,1.4,1.0016,5.0,3.0,1.0,4.076923076923077,3.5,1.0,1.0,1.0,1.0
270,b,2.4333834586466163,1.0,u,g,c,v,1.0,f,f,1.0,f,p,1.0,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,3.0
271,b,2.1175939849624057,1.3571428571428572,u,g,c,v,1.1754385964912282,f,f,1.0,t,g,1.56,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
272,b,1.260451127819549,1.9642857142857142,y,p,m,v,1.0056140350877194,f,f,1.0,f,g,1.28,1.0,5.0,5.0,5.0,3.769230769230769,4.5,1.0,1.0,1.0,1.0
273,b,2.473684210526316,2.446428571428571,y,p,k,v,1.0175438596491229,f,f,1.0,f,g,1.32,1.0,5.0,5.0,5.0,3.4615384615384617,4.5,1.0,1.0,1.0,1.0
274,b,2.0177443609022556,1.3571428571428572,u,g,cc,h,1.3157894736842106,f,f,1.0,t,s,1.6800000000000002,1.0,5.0,3.0,1.0,1.6153846153846154,2.5,1.0,1.0,5.0,5.0
