,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,ENCODED_JOB,ENCODED_MARITAL,ENCODED_EDUCATION,ENCODED_DEFAULT,ENCODED_HOUSING,ENCODED_CONTACT,ENCODED_POUTCOME,ENCODED_MONTHS,ENCODED_LOAN,ENCODED_Y,SCALLED_AGE,SCALED_BALANCE,SCALLED_DAY,SCALED_DURATION,SCALED_CAMPAIGN,SCALED_PDAYS,SCALLED_PREVIOUS
442,45,bluecollar,married,primary,no,492.0,no,no,cellular,29,aug,141.0,2.0,-1.0,0,unknown,no,2,1,1,0,0,0,2,8,0,0,4.26829268292683,-0.2695176220491573,13.933333333333334,-0.44627283233012793,-0.256852727306092,-0.4187180770561017,-1.0
443,75,retired,married,secondary,no,1470.0,no,no,telephone,27,feb,49.0,1.0,-1.0,0,unknown,no,6,1,2,0,0,1,2,2,0,0,10.121951219512196,0.044394644820966035,12.866666666666667,-0.7863608878151712,-0.5932377267879271,-0.4187180770561017,-1.0
444,37,entrepreneur,married,secondary,no,5064.0,yes,no,unknown,20,may,79.0,1.0,-1.0,0,unknown,no,3,1,2,0,1,2,2,5,0,0,2.7073170731707323,1.1979740795154683,9.133333333333333,-0.6754626088526571,-0.5932377267879271,-0.4187180770561017,-1.0
445,47,management,single,tertiary,no,334.0,yes,no,cellular,28,jun,614.0,3.0,94.0,9,success,yes,5,2,3,0,1,0,1,6,0,1,4.658536585365855,-0.32023146475414654,13.4,1.3022233659788447,0.07953227217574302,0.5297998152724703,2.891891891891892
446,36,services,single,secondary,no,774.0,yes,no,cellular,3,feb,231.0,2.0,259.0,1,failure,no,8,2,2,0,1,0,0,2,0,0,2.51219512195122,-0.17900304203139167,0.06666666666666687,-0.11357799544258555,-0.256852727306092,2.177225628264201,-0.5675675675675675
447,29,management,single,tertiary,no,1431.0,no,no,cellular,18,jun,201.0,4.0,-1.0,0,unknown,no,5,2,3,0,0,0,2,6,0,0,1.1463414634146352,0.03187667098872185,8.066666666666666,-0.22447627440509968,0.415917271657578,-0.4187180770561017,-1.0
448,32,services,single,secondary,no,2881.0,no,no,cellular,2,jul,356.0,1.0,-1.0,0,unknown,yes,8,2,2,0,0,0,2,7,0,1,1.7317073170731714,0.4972885185978004,-0.46666666666666656,0.3484981669012233,-0.5932377267879271,-0.4187180770561017,-1.0
449,31,technician,single,secondary,no,1186.0,yes,no,unknown,23,may,136.0,1.0,-1.0,0,unknown,no,10,2,2,0,1,2,2,5,0,0,1.536585365853659,-0.04676188257281211,10.733333333333333,-0.4647558788238803,-0.5932377267879271,-0.4187180770561017,-1.0
450,48,services,married,secondary,no,975.0,yes,yes,cellular,15,may,521.0,2.0,-1.0,0,unknown,no,8,1,2,0,1,0,2,5,1,0,4.8536585365853675,-0.11448733074213319,6.466666666666667,0.958438701195051,-0.256852727306092,-0.4187180770561017,-1.0
451,32,services,single,tertiary,no,143.0,yes,yes,cellular,22,jul,115.0,3.0,-1.0,0,unknown,no,8,2,3,0,1,0,2,7,1,0,1.7317073170731714,-0.3815374391633424,10.2,-0.5423846740976401,0.07953227217574302,-0.4187180770561017,-1.0
452,47,bluecollar,married,primary,no,0.0,yes,no,unknown,15,may,374.0,1.0,-1.0,0,unknown,no,2,1,1,0,1,2,2,5,0,0,4.658536585365855,-0.4274366765482377,6.466666666666667,0.4150371342787318,-0.5932377267879271,-0.4187180770561017,-1.0
453,29,bluecollar,single,secondary,no,260.0,yes,no,unknown,2,jun,707.0,14.0,-1.0,0,unknown,yes,2,2,2,0,1,2,2,6,0,1,1.1463414634146352,-0.34398351766660984,-0.46666666666666656,1.6460080307626386,3.779767266475928,-0.4187180770561017,-1.0
454,34,services,single,secondary,no,15.0,no,no,cellular,31,aug,104.0,1.0,-1.0,0,unknown,no,8,2,2,0,0,0,2,8,0,0,2.121951219512196,-0.42262207122814377,14.999999999999998,-0.5830473763838954,-0.5932377267879271,-0.4187180770561017,-1.0
455,32,services,single,secondary,no,0.0,yes,no,unknown,23,may,253.0,2.0,-1.0,0,unknown,no,8,2,2,0,1,2,2,5,0,0,1.7317073170731714,-0.4274366765482377,10.733333333333333,-0.03225259087007519,-0.256852727306092,-0.4187180770561017,-1.0
456,30,technician,single,tertiary,no,4321.0,yes,no,cellular,28,jul,257.0,6.0,-1.0,0,unknown,no,10,2,3,0,1,0,2,7,0,0,1.3414634146341466,0.9594906293268164,13.4,-0.017466153675073308,1.088687270621248,-0.4187180770561017,-1.0
457,32,selfemployed,married,secondary,no,409.0,no,no,cellular,3,jun,115.0,2.0,86.0,2,success,yes,7,1,2,0,0,0,1,6,0,1,1.7317073170731714,-0.29615843815367693,0.06666666666666687,-0.5423846740976401,-0.256852727306092,0.44992462433953795,-0.1351351351351351
458,27,admin,married,tertiary,no,2855.0,no,no,cellular,22,jul,138.0,2.0,178.0,4,success,yes,1,1,3,0,0,0,1,7,0,1,0.7560975609756104,0.4889432027096376,10.2,-0.45736266022637934,-0.256852727306092,1.3684893200682606,0.7297297297297298
459,38,entrepreneur,single,secondary,no,473.0,yes,yes,unknown,30,may,133.0,4.0,-1.0,0,unknown,no,3,2,2,0,1,2,2,5,1,0,2.9024390243902447,-0.27561612212127623,14.466666666666667,-0.4758457067201317,0.415917271657578,-0.4187180770561017,-1.0
460,31,bluecollar,married,secondary,no,43.0,yes,no,unknown,19,may,405.0,3.0,-1.0,0,unknown,no,2,1,2,0,1,2,2,5,0,0,1.536585365853659,-0.4136348079639685,8.6,0.5296320225399964,0.07953227217574302,-0.4187180770561017,-1.0
461,60,unemployed,married,primary,no,0.0,no,no,cellular,22,jul,1193.0,1.0,412.0,1,unknown,yes,11,1,1,0,0,0,2,7,0,1,7.195121951219512,-0.4274366765482377,10.2,3.4425601499553675,-0.5932377267879271,3.7048386548565326,-0.5675675675675675
462,31,services,married,secondary,no,0.0,yes,no,unknown,23,may,203.0,5.0,-1.0,0,unknown,no,8,1,2,0,1,2,2,5,0,0,1.536585365853659,-0.4274366765482377,10.733333333333333,-0.21708305580759873,0.7523022711394131,-0.4187180770561017,-1.0
463,59,housemaid,divorced,secondary,no,45141.0,no,no,unknown,6,jun,42.0,1.0,-1.0,0,unknown,no,4,0,2,0,0,2,2,6,0,0,7.0,14.061636573742392,1.666666666666667,-0.8122371529064245,-0.5932377267879271,-0.4187180770561017,-1.0
464,36,bluecollar,married,secondary,no,1088.0,yes,no,cellular,13,may,77.0,2.0,345.0,2,failure,no,2,1,2,0,1,0,0,5,0,0,2.51219512195122,-0.07821730399742569,5.4,-0.682855827450158,-0.256852727306092,3.035883930793224,-0.1351351351351351
465,44,management,married,tertiary,no,13853.0,yes,no,cellular,18,nov,1329.0,3.0,-1.0,0,unknown,no,5,1,3,0,1,0,2,11,0,0,4.073170731707318,4.019011823402496,8.066666666666666,3.945299014585432,0.07953227217574302,-0.4187180770561017,-1.0
466,35,technician,married,secondary,no,294.0,yes,no,cellular,9,mar,301.0,1.0,90.0,4,success,yes,10,1,2,0,1,0,1,3,0,1,2.3170731707317076,-0.333070412274397,3.2666666666666666,0.1451846554699474,-0.5932377267879271,0.48986221980600414,0.7297297297297298
467,30,management,single,tertiary,no,2708.0,no,no,cellular,19,nov,479.0,1.0,-1.0,0,unknown,no,5,2,3,0,0,0,2,11,0,0,1.3414634146341466,0.4417600705727172,8.6,0.8031811106475312,-0.5932377267879271,-0.4187180770561017,-1.0
468,60,services,married,primary,no,0.0,no,no,cellular,27,aug,114.0,9.0,-1.0,0,unknown,no,8,1,1,0,0,0,2,8,0,0,7.195121951219512,-0.4274366765482377,12.866666666666667,-0.5460812833963906,2.097842269066753,-0.4187180770561017,-1.0
469,26,technician,married,secondary,no,370.0,no,yes,cellular,8,jul,1061.0,4.0,-1.0,0,unknown,yes,10,1,2,0,0,0,2,7,1,1,0.5609756097560981,-0.3086764119859211,2.7333333333333334,2.9546077225203056,0.415917271657578,-0.4187180770561017,-1.0
471,63,retired,married,secondary,no,2747.0,no,no,cellular,11,sep,113.0,1.0,80.0,1,failure,no,6,1,2,0,0,0,0,9,0,0,7.7804878048780495,0.4542780444049614,4.333333333333333,-0.5497778926951411,-0.5932377267879271,0.3900182311398387,-0.5675675675675675
472,30,admin,married,primary,no,40.0,yes,yes,cellular,7,jul,174.0,1.0,-1.0,0,unknown,no,1,1,1,0,1,0,2,7,1,0,1.3414634146341466,-0.41459772902798725,2.2,-0.3242847254713624,-0.5932377267879271,-0.4187180770561017,-1.0
473,50,admin,married,secondary,no,0.0,no,yes,unknown,3,jul,90.0,1.0,-1.0,0,unknown,no,1,1,2,0,0,2,2,7,1,0,5.2439024390243905,-0.4274366765482377,0.06666666666666687,-0.634799906566402,-0.5932377267879271,-0.4187180770561017,-1.0
474,31,student,married,secondary,no,200.0,yes,no,cellular,4,may,362.0,5.0,-1.0,0,unknown,no,9,1,2,0,1,0,2,5,0,0,1.536585365853659,-0.3632419389469855,0.6000000000000001,0.3706778226937261,0.7523022711394131,-0.4187180770561017,-1.0
475,58,technician,married,secondary,no,1191.0,no,no,cellular,6,aug,78.0,2.0,-1.0,0,unknown,no,10,1,2,0,0,0,2,8,0,0,6.804878048780489,-0.0451570141327808,1.666666666666667,-0.6791592181514076,-0.256852727306092,-0.4187180770561017,-1.0
476,48,technician,married,primary,no,235.0,no,no,cellular,9,sep,386.0,2.0,191.0,3,success,yes,10,1,1,0,0,0,1,9,0,1,4.8536585365853675,-0.35200785986676636,3.2666666666666666,0.45939644586373746,-0.256852727306092,1.4982865053342758,0.29729729729729737
477,58,unemployed,married,secondary,no,4497.0,yes,no,unknown,29,may,128.0,1.0,-1.0,0,unknown,no,11,1,2,0,1,2,2,5,0,0,6.804878048780489,1.0159819984159184,13.933333333333334,-0.49432875321388403,-0.5932377267879271,-0.4187180770561017,-1.0
478,35,technician,married,tertiary,no,16.0,yes,no,cellular,5,may,43.0,5.0,-1.0,0,unknown,no,10,1,3,0,1,0,2,5,0,0,2.3170731707317076,-0.42230109754013756,1.1333333333333333,-0.808540543607674,0.7523022711394131,-0.4187180770561017,-1.0
479,34,entrepreneur,married,secondary,no,1368.0,yes,no,cellular,18,nov,252.0,2.0,-1.0,0,unknown,no,3,1,2,0,1,0,2,11,0,0,2.121951219512196,0.011655328644327405,8.066666666666666,-0.03594920016882566,-0.256852727306092,-0.4187180770561017,-1.0
480,50,entrepreneur,divorced,tertiary,no,315.0,no,no,cellular,12,jul,101.0,2.0,185.0,2,failure,no,3,0,3,0,0,0,0,7,0,0,5.2439024390243905,-0.3263299648262655,4.866666666666667,-0.5941372042801467,-0.256852727306092,1.4383801121345763,-0.1351351351351351
481,36,technician,married,tertiary,no,4596.0,yes,no,cellular,8,oct,234.0,2.0,175.0,2,success,yes,10,1,3,0,1,0,1,10,0,1,2.51219512195122,1.0477583935285382,2.7333333333333334,-0.10248816754633414,-0.256852727306092,1.338536123468411,-0.1351351351351351
482,57,management,married,tertiary,no,0.0,yes,no,unknown,14,may,124.0,1.0,-1.0,0,unknown,no,5,1,3,0,1,2,2,5,0,0,6.609756097560977,-0.4274366765482377,5.933333333333334,-0.509115190408886,-0.5932377267879271,-0.4187180770561017,-1.0
483,73,retired,married,secondary,no,2850.0,no,no,cellular,19,apr,184.0,2.0,185.0,3,failure,no,6,1,2,0,0,0,0,4,0,0,9.731707317073171,0.48733833426960627,8.6,-0.2873186324838577,-0.256852727306092,1.4383801121345763,0.29729729729729737
484,45,admin,single,secondary,no,946.0,yes,no,cellular,13,apr,754.0,3.0,143.0,6,failure,no,1,2,2,0,1,0,0,4,0,0,4.26829268292683,-0.12379556769431475,5.4,1.8197486678039108,0.07953227217574302,1.0190353597366812,1.5945945945945947
485,55,bluecollar,married,secondary,no,0.0,no,no,cellular,6,feb,354.0,5.0,-1.0,0,unknown,no,2,1,2,0,0,0,2,2,0,0,6.219512195121952,-0.4274366765482377,1.666666666666667,0.34110494830372234,0.7523022711394131,-0.4187180770561017,-1.0
486,57,bluecollar,married,primary,no,3109.0,no,no,cellular,2,jun,482.0,2.0,-1.0,0,unknown,yes,2,1,1,0,0,0,2,6,0,1,6.609756097560977,0.5704705194632279,-0.46666666666666656,0.8142709385437826,-0.256852727306092,-0.4187180770561017,-1.0
487,29,services,married,tertiary,no,62.0,yes,yes,unknown,16,may,280.0,2.0,-1.0,0,unknown,no,8,1,3,0,1,2,2,5,1,0,1.1463414634146352,-0.4075363078918495,7.0,0.06755586019618752,-0.256852727306092,-0.4187180770561017,-1.0
488,37,services,married,secondary,no,1483.0,no,no,unknown,20,jun,32.0,9.0,-1.0,0,unknown,no,8,1,2,0,0,2,2,6,0,0,2.7073170731707323,0.04856730276504743,9.133333333333333,-0.8492032458939293,2.097842269066753,-0.4187180770561017,-1.0
489,52,bluecollar,married,secondary,no,633.0,yes,no,cellular,14,may,292.0,1.0,-1.0,0,unknown,no,2,1,2,0,1,0,2,5,0,0,5.634146341463415,-0.22426033204027446,5.933333333333334,0.11191517178119317,-0.5932377267879271,-0.4187180770561017,-1.0
490,30,admin,single,secondary,no,1450.0,yes,no,cellular,18,may,298.0,1.0,355.0,1,failure,no,1,2,2,0,1,0,0,5,0,0,1.3414634146341466,0.037975171060840814,8.066666666666666,0.134094827573696,-0.5932377267879271,3.1357279194593897,-0.5675675675675675
491,59,retired,married,primary,no,646.0,yes,no,unknown,16,may,140.0,1.0,-1.0,0,unknown,no,6,1,1,0,1,2,2,5,0,0,7.0,-0.22008767409619306,7.0,-0.4499694416288784,-0.5932377267879271,-0.4187180770561017,-1.0
492,45,bluecollar,married,primary,no,25.0,yes,no,unknown,5,may,40.0,1.0,-1.0,0,unknown,no,2,1,1,0,1,2,2,5,0,0,4.26829268292683,-0.4194123343480812,1.1333333333333333,-0.8196303715039255,-0.5932377267879271,-0.4187180770561017,-1.0
493,26,student,single,tertiary,no,97.0,no,no,cellular,27,aug,382.0,1.0,-1.0,0,unknown,no,9,2,3,0,0,0,2,8,0,0,0.5609756097560981,-0.3963022288116304,12.866666666666667,0.44461000866873557,-0.5932377267879271,-0.4187180770561017,-1.0
494,47,admin,married,primary,no,31.0,yes,no,cellular,6,may,50.0,1.0,356.0,1,failure,no,1,1,1,0,1,0,0,5,0,0,4.658536585365855,-0.41748649222004364,1.666666666666667,-0.7826642785164207,-0.5932377267879271,3.145712318326006,-0.5675675675675675
495,37,management,married,tertiary,no,308.0,yes,no,unknown,7,may,96.0,3.0,-1.0,0,unknown,no,5,1,3,0,1,2,2,5,0,0,2.7073170731707323,-0.32857678064230933,2.2,-0.6126202507738991,0.07953227217574302,-0.4187180770561017,-1.0
496,40,admin,single,secondary,no,739.0,yes,no,unknown,16,may,132.0,1.0,-1.0,0,unknown,no,1,2,2,0,1,2,2,5,0,0,3.2926829268292686,-0.19023712111161079,7.0,-0.47954231601888214,-0.5932377267879271,-0.4187180770561017,-1.0
497,31,entrepreneur,divorced,tertiary,no,1767.0,no,no,telephone,25,jul,395.0,6.0,-1.0,0,unknown,no,3,0,3,0,0,1,2,7,0,0,1.536585365853659,0.13972383015882556,11.8,0.49266592955249167,1.088687270621248,-0.4187180770561017,-1.0
498,35,selfemployed,married,tertiary,no,980.0,no,no,cellular,2,aug,428.0,2.0,336.0,6,failure,no,7,1,3,0,0,0,0,8,0,0,2.3170731707317076,-0.11288246230210189,-0.46666666666666656,0.6146540364112573,-0.256852727306092,2.946024340993675,1.5945945945945947
499,33,technician,married,secondary,no,277.0,no,no,cellular,7,aug,155.0,2.0,-1.0,0,unknown,no,10,1,2,0,0,0,2,8,0,0,1.9268292682926838,-0.3385269649705034,2.2,-0.39452030214762135,-0.256852727306092,-0.4187180770561017,-1.0
500,43,retired,divorced,primary,no,5805.0,no,no,cellular,13,aug,111.0,5.0,-1.0,0,unknown,no,6,0,1,0,0,0,2,8,0,0,3.8780487804878057,1.4358155823281078,5.4,-0.5571711112926421,0.7523022711394131,-0.4187180770561017,-1.0
501,55,bluecollar,married,primary,no,332.0,yes,no,unknown,8,may,318.0,2.0,-1.0,0,unknown,no,2,1,1,0,1,2,2,5,0,0,6.219512195121952,-0.320873412130159,2.7333333333333334,0.20802701354870543,-0.256852727306092,-0.4187180770561017,-1.0
502,34,bluecollar,married,secondary,no,223.0,yes,no,unknown,21,may,91.0,3.0,-1.0,0,unknown,no,2,1,2,0,1,2,2,5,0,0,2.121951219512196,-0.3558595441228415,9.666666666666666,-0.6311032972676515,0.07953227217574302,-0.4187180770561017,-1.0
503,43,technician,divorced,secondary,yes,73.0,yes,no,cellular,14,jul,324.0,2.0,-1.0,0,unknown,no,10,0,2,1,1,0,2,7,0,0,3.8780487804878057,-0.40400559732378066,5.933333333333334,0.23020666934120823,-0.256852727306092,-0.4187180770561017,-1.0
505,44,bluecollar,married,primary,no,276.0,yes,no,cellular,30,jul,535.0,2.0,-1.0,0,unknown,no,2,1,1,0,1,0,2,7,0,0,4.073170731707318,-0.33884793865850965,14.466666666666667,1.0101912313775576,-0.256852727306092,-0.4187180770561017,-1.0
506,45,management,married,tertiary,no,203.0,no,no,unknown,16,jun,202.0,4.0,-1.0,0,unknown,no,5,1,3,0,0,2,2,6,0,0,4.26829268292683,-0.36227901788296674,7.0,-0.2207796651063492,0.415917271657578,-0.4187180770561017,-1.0
507,41,management,divorced,tertiary,no,107.0,yes,no,cellular,17,jul,122.0,17.0,-1.0,0,unknown,no,5,0,3,0,1,0,2,7,0,0,3.487804878048781,-0.39309249193156776,7.533333333333333,-0.5165084090063868,4.788922264921434,-0.4187180770561017,-1.0
508,58,housemaid,married,primary,no,1310.0,yes,yes,cellular,22,jul,1226.0,2.0,-1.0,0,unknown,no,4,1,1,0,1,0,2,7,1,0,6.804878048780489,-0.006961145260035735,10.2,3.5645482568141333,-0.256852727306092,-0.4187180770561017,-1.0
509,46,technician,married,secondary,no,6993.0,yes,no,cellular,17,apr,326.0,3.0,148.0,1,success,no,10,1,2,0,1,0,1,4,0,0,4.463414634146343,1.8171323236795458,7.533333333333333,0.23759988793870918,0.07953227217574302,1.0689573540697639,-0.5675675675675675
510,46,selfemployed,single,secondary,no,1029.0,no,no,cellular,17,nov,108.0,2.0,-1.0,0,unknown,no,7,2,2,0,0,0,2,11,0,0,4.463414634146343,-0.09715475158979509,7.533333333333333,-0.5682609391888934,-0.256852727306092,-0.4187180770561017,-1.0
511,53,bluecollar,married,secondary,no,2047.0,no,no,telephone,30,jul,342.0,6.0,-1.0,0,unknown,no,2,1,2,0,0,1,2,7,0,0,5.829268292682928,0.22959646280057866,14.466666666666667,0.29674563671871673,1.088687270621248,-0.4187180770561017,-1.0
512,35,admin,divorced,secondary,no,869.0,yes,no,unknown,29,may,173.0,1.0,-1.0,0,unknown,no,1,0,2,0,1,2,2,5,0,0,2.3170731707317076,-0.14851054167079686,13.933333333333334,-0.3279813347701129,-0.5932377267879271,-0.4187180770561017,-1.0
513,30,management,single,tertiary,no,0.0,no,no,cellular,29,oct,437.0,2.0,-1.0,0,unknown,no,5,2,3,0,0,0,2,10,0,0,1.3414634146341466,-0.4274366765482377,13.933333333333334,0.6479235201000114,-0.256852727306092,-0.4187180770561017,-1.0
514,49,technician,married,tertiary,no,2950.0,yes,no,cellular,22,aug,91.0,16.0,-1.0,0,unknown,no,10,1,3,0,1,0,2,8,0,0,5.048780487804878,0.5194357030702323,10.2,-0.6311032972676515,4.452537265439598,-0.4187180770561017,-1.0
515,53,retired,divorced,tertiary,no,599.0,yes,no,unknown,13,may,322.0,3.0,-1.0,0,unknown,no,6,0,3,0,1,2,2,5,0,0,5.829268292682928,-0.23517343743248734,5.4,0.2228134507437073,0.07953227217574302,-0.4187180770561017,-1.0
517,35,bluecollar,married,secondary,no,209.0,yes,yes,telephone,28,jul,66.0,2.0,-1.0,0,unknown,no,2,1,2,0,1,1,2,7,1,0,2.3170731707317076,-0.36035317575492914,13.4,-0.7235185297364133,-0.256852727306092,-0.4187180770561017,-1.0
519,34,bluecollar,married,primary,no,0.0,yes,yes,cellular,9,jul,134.0,4.0,-1.0,0,unknown,no,2,1,1,0,1,0,2,7,1,0,2.121951219512196,-0.4274366765482377,3.2666666666666666,-0.4721490974213812,0.415917271657578,-0.4187180770561017,-1.0
520,44,management,married,primary,no,5418.0,yes,yes,cellular,28,jul,58.0,5.0,-1.0,0,unknown,no,5,1,1,0,1,0,2,7,1,0,4.073170731707318,1.3115987650696848,13.4,-0.7530914041264171,0.7523022711394131,-0.4187180770561017,-1.0
521,36,management,divorced,tertiary,no,1343.0,yes,yes,unknown,16,may,73.0,1.0,-1.0,0,unknown,no,5,0,3,0,1,2,2,5,1,0,2.51219512195122,0.003630986444170879,7.0,-0.69764226464516,-0.5932377267879271,-0.4187180770561017,-1.0
522,58,management,divorced,tertiary,no,1533.0,no,no,unknown,15,may,137.0,2.0,-1.0,0,unknown,no,5,0,3,0,0,2,2,5,0,0,6.804878048780489,0.06461598716536048,6.466666666666667,-0.4610592695251298,-0.256852727306092,-0.4187180770561017,-1.0
523,43,technician,married,secondary,no,422.0,yes,no,cellular,12,may,181.0,2.0,300.0,1,failure,no,10,1,2,0,1,0,0,5,0,0,3.8780487804878057,-0.29198578020959554,4.866666666666667,-0.2984084603801091,-0.256852727306092,2.5865859817954795,-0.5675675675675675
524,39,technician,single,secondary,no,2.0,yes,yes,telephone,31,jul,14.0,29.0,-1.0,0,unknown,no,10,2,2,0,1,1,2,7,1,0,3.097560975609757,-0.42679472917222516,14.999999999999998,-0.9157422132714377,8.825542258703454,-0.4187180770561017,-1.0
525,59,housemaid,married,primary,no,100.0,no,no,cellular,5,aug,1134.0,1.0,-1.0,0,unknown,yes,4,1,1,0,0,0,2,8,0,1,7.0,-0.3953393077476116,1.1333333333333333,3.22446020132909,-0.5932377267879271,-0.4187180770561017,-1.0
526,39,technician,married,secondary,no,376.0,no,no,unknown,20,jun,160.0,3.0,-1.0,0,unknown,no,10,1,2,0,0,2,2,6,0,0,3.097560975609757,-0.30675056985788357,9.133333333333333,-0.376037255653869,0.07953227217574302,-0.4187180770561017,-1.0
527,60,bluecollar,married,secondary,no,322.0,yes,no,cellular,7,may,63.0,1.0,-1.0,0,unknown,no,2,1,2,0,1,0,2,5,0,0,7.195121951219512,-0.32408314901022167,2.2,-0.7346083576326646,-0.5932377267879271,-0.4187180770561017,-1.0
528,36,unemployed,single,tertiary,no,1291.0,no,no,cellular,3,feb,298.0,1.0,-1.0,0,unknown,yes,11,2,3,0,0,0,2,2,0,1,2.51219512195122,-0.013059645332154696,0.06666666666666687,0.134094827573696,-0.5932377267879271,-0.4187180770561017,-1.0
529,34,management,married,tertiary,no,881.0,no,no,cellular,20,aug,112.0,2.0,-1.0,0,unknown,no,5,1,3,0,0,0,2,8,0,0,2.121951219512196,-0.14465885741472173,9.133333333333333,-0.5534745019938916,-0.256852727306092,-0.4187180770561017,-1.0
530,40,bluecollar,single,primary,no,1780.0,no,yes,unknown,11,jun,114.0,1.0,-1.0,0,unknown,no,2,2,1,0,0,2,2,6,1,0,3.2926829268292686,0.14389648810290695,4.333333333333333,-0.5460812833963906,-0.5932377267879271,-0.4187180770561017,-1.0
531,60,management,married,tertiary,no,13546.0,no,no,cellular,17,apr,452.0,3.0,-1.0,0,unknown,yes,5,1,3,0,0,0,2,4,0,1,7.195121951219512,3.9204729011845747,7.533333333333333,0.7033726595812685,0.07953227217574302,-0.4187180770561017,-1.0
532,40,unemployed,married,secondary,no,3430.0,yes,no,cellular,20,nov,1855.0,3.0,-1.0,0,unknown,no,11,1,2,0,1,0,2,11,0,0,3.2926829268292686,0.6735030733132378,9.133333333333333,5.889715505728179,0.07953227217574302,-0.4187180770561017,-1.0
533,45,admin,married,secondary,no,43.0,no,no,cellular,12,aug,114.0,4.0,-1.0,0,unknown,no,1,1,2,0,0,0,2,8,0,0,4.26829268292683,-0.4136348079639685,4.866666666666667,-0.5460812833963906,0.415917271657578,-0.4187180770561017,-1.0
534,36,technician,married,tertiary,no,1109.0,no,no,cellular,13,aug,328.0,2.0,-1.0,0,unknown,no,10,1,3,0,0,0,2,8,0,0,2.51219512195122,-0.07147685654929421,5.4,0.24499310653621012,-0.256852727306092,-0.4187180770561017,-1.0
535,59,admin,married,secondary,no,1575.0,yes,no,cellular,12,may,301.0,3.0,263.0,11,success,no,1,1,2,0,1,0,1,5,0,0,7.0,0.07809688206162345,4.866666666666667,0.1451846554699474,0.07953227217574302,2.217163223730667,3.756756756756757
537,36,management,married,tertiary,no,14462.0,yes,no,cellular,21,nov,10.0,5.0,-1.0,0,unknown,no,5,1,3,0,1,0,2,11,0,0,2.51219512195122,4.21448479939831,9.666666666666666,-0.9305286504664396,0.7523022711394131,-0.4187180770561017,-1.0
538,53,admin,married,secondary,no,2924.0,no,no,cellular,19,nov,800.0,6.0,-1.0,0,unknown,no,1,1,2,0,0,0,2,11,0,0,5.829268292682928,0.5110903871820696,8.6,1.9897926955464327,1.088687270621248,-0.4187180770561017,-1.0
539,35,bluecollar,single,primary,no,3339.0,yes,no,unknown,6,jun,304.0,2.0,-1.0,0,unknown,no,2,2,1,0,1,2,2,6,0,0,2.3170731707317076,0.6442944677046679,1.666666666666667,0.1562744833661988,-0.256852727306092,-0.4187180770561017,-1.0
540,56,bluecollar,married,primary,no,8163.0,no,no,cellular,14,aug,1231.0,4.0,-1.0,0,unknown,yes,2,1,1,0,0,0,2,8,0,1,6.414634146341465,2.1926715386468714,5.933333333333334,3.5830313033078856,0.415917271657578,-0.4187180770561017,-1.0
541,44,admin,married,secondary,no,26.0,yes,no,cellular,21,jul,105.0,10.0,-1.0,0,unknown,no,1,1,2,0,1,0,2,7,0,0,4.073170731707318,-0.4190913606600749,9.666666666666666,-0.5793507670851449,2.434227268548588,-0.4187180770561017,-1.0
542,34,management,married,tertiary,no,105.0,yes,no,unknown,6,may,314.0,3.0,-1.0,0,unknown,no,5,1,3,0,1,2,2,5,0,0,2.121951219512196,-0.3937344393075803,1.666666666666667,0.19324057635370354,0.07953227217574302,-0.4187180770561017,-1.0
543,45,bluecollar,married,primary,no,351.0,yes,no,unknown,19,jun,66.0,1.0,-1.0,0,unknown,no,2,1,1,0,1,2,2,6,0,0,4.26829268292683,-0.3147749120580401,8.6,-0.7235185297364133,-0.5932377267879271,-0.4187180770561017,-1.0
544,33,management,married,tertiary,no,452.0,yes,no,cellular,29,aug,168.0,2.0,-1.0,0,unknown,no,5,1,3,0,1,0,2,8,0,0,1.9268292682926838,-0.2823565695694077,13.933333333333334,-0.3464643812638652,-0.256852727306092,-0.4187180770561017,-1.0
546,39,bluecollar,married,primary,no,2288.0,yes,no,cellular,15,may,265.0,1.0,-1.0,0,unknown,no,2,1,1,0,1,0,2,5,0,0,3.097560975609757,0.3069511216100876,6.466666666666667,0.01210672071493046,-0.5932377267879271,-0.4187180770561017,-1.0
547,35,bluecollar,married,secondary,no,2074.0,no,no,cellular,6,feb,183.0,4.0,-1.0,0,unknown,no,2,1,2,0,0,0,2,2,0,0,2.3170731707317076,0.2382627523767477,1.666666666666667,-0.2910152417826081,0.415917271657578,-0.4187180770561017,-1.0
548,31,management,single,tertiary,no,518.0,yes,no,cellular,18,may,399.0,1.0,-1.0,0,unknown,no,5,2,3,0,1,0,2,5,0,0,1.536585365853659,-0.26117230616099446,8.066666666666666,0.5074523667474936,-0.5932377267879271,-0.4187180770561017,-1.0
549,37,admin,divorced,secondary,no,295.0,yes,yes,cellular,11,may,202.0,3.0,265.0,2,failure,no,1,0,2,0,1,0,0,5,1,0,2.7073170731707323,-0.3327494385863907,4.333333333333333,-0.2207796651063492,0.07953227217574302,2.2371320214639003,-0.1351351351351351
